,Opportunity Number,Supplies Subgroup,Supplies Group,Region,Route To Market,Elapsed Days In Sales Stage,Opportunity Result,Sales Stage Change Count,Total Days Identified Through Closing,Total Days Identified Through Qualified,Opportunity Amount USD,Client Size By Revenue,Client Size By Employee Count,Revenue From Client Past Two Years,Competitor Type,Ratio Days Identified To Total Days,Ratio Days Validated To Total Days,Ratio Days Qualified To Total Days,Deal Size Category
8895,6745161,0,0,2,2,91,1,2,3,3,62005,5,1,4,2,0.0,1.0,0.0,4.0
8896,6745183,8,2,2,2,51,0,2,43,43,155014,1,1,0,2,0.0,1.0,0.0,5.0
8897,6745194,3,0,1,2,88,1,2,6,6,17105,1,1,0,2,0.0,1.0,0.0,2.0
8898,6745202,10,0,2,2,62,0,2,32,32,77507,1,1,0,2,0.0,1.0,0.0,4.0
8899,6745220,8,2,2,2,67,0,2,27,27,155014,1,1,0,2,0.0,1.0,0.0,5.0
8900,6745233,0,0,2,2,89,1,2,5,5,15501,1,1,0,2,0.0,1.0,0.0,2.0
8901,6745256,5,2,0,2,71,0,3,23,23,25000,1,1,0,2,0.0,0.0043100000000000005,0.99569,3.0
8902,6745272,5,2,2,2,44,0,3,50,50,41652,1,1,0,2,0.0,0.0019879999999999997,0.9980120000000001,3.0
8903,6745275,3,0,1,2,74,1,5,8,8,16578,5,2,0,2,0.0,0.666667,0.297619,2.0
8904,6745283,2,0,0,2,44,0,2,50,50,60000,1,1,0,2,0.0,1.0,0.0,4.0
8905,6745291,5,2,0,2,56,0,3,38,38,25000,1,1,0,2,0.0,0.6153850000000001,0.384615,3.0
8906,6745305,3,0,0,2,62,0,2,32,32,500000,4,5,0,2,0.0,1.0,0.0,7.0
8907,6745324,5,2,0,2,67,0,4,24,24,55000,1,1,0,2,0.0,1.0,0.0,4.0
8908,6745327,2,0,1,2,90,0,2,4,4,13157,1,1,0,2,0.0,1.0,0.0,2.0
8909,6745366,2,0,0,2,90,0,3,4,4,8000,1,3,0,2,0.023809999999999998,0.97619,0.0,1.0
8910,6747663,0,0,2,4,86,0,2,8,8,0,1,5,0,1,0.0,1.0,0.0,1.0
8911,6747684,7,0,1,0,91,0,4,3,3,21686,4,1,2,1,0.125,0.0,0.875,2.0
8912,6747689,2,0,2,0,81,0,3,11,11,35000,1,1,0,2,0.0,1.0,0.0,3.0
8913,6747709,3,0,2,1,91,0,3,3,3,20000,4,1,0,0,0.090909,0.909091,0.0,2.0
8914,6747738,2,0,2,0,91,0,3,3,3,100000,5,2,0,2,0.269231,0.730769,0.0,5.0
8915,6747786,0,0,1,0,91,0,2,3,3,50000,5,5,0,2,1.0,0.0,0.0,4.0
8916,6747796,7,0,2,2,85,0,3,9,5,3500,1,2,0,1,0.0,0.0,0.571429,1.0
8917,6747808,0,0,1,0,82,1,6,11,7,81395,1,3,0,1,0.061947,0.40708,0.132743,4.0
8918,6747818,5,2,2,0,73,0,4,21,21,99000,3,4,0,1,0.191388,0.129187,0.679426,4.0
8919,6747822,2,0,1,2,49,0,10,45,45,95000,3,3,0,2,0.0883,0.593819,0.31788099999999997,4.0
8920,6747846,0,0,0,0,73,0,2,21,21,120000,3,3,0,2,1.0,0.0,0.0,5.0
8921,6747887,8,2,0,0,90,0,2,4,4,127000,1,5,0,2,1.0,0.0,0.0,5.0
8922,6747893,0,0,2,0,79,0,4,13,13,77507,3,1,0,2,0.21641799999999997,0.783582,0.0,4.0
8923,6747942,5,2,2,1,88,0,3,6,6,75000,3,3,0,0,0.08064500000000001,0.9193549999999999,0.0,4.0
8924,6747947,7,0,0,0,82,0,2,12,12,92024,4,4,0,0,1.0,0.0,0.0,4.0
8925,6747950,2,0,2,0,16,0,5,77,77,200018,1,1,0,1,0.014212,0.53876,0.447028,5.0
8926,6747951,7,0,0,0,63,0,3,31,31,20000,5,5,0,2,0.320261,0.679739,0.0,2.0
8927,6747975,8,2,2,0,76,0,2,18,18,200000,5,4,0,2,1.0,0.0,0.0,5.0
8928,6747984,10,0,0,0,65,0,2,29,29,15337,1,3,0,2,0.0,1.0,0.0,2.0
8929,6747989,2,0,2,0,89,1,4,5,4,101000,5,2,4,1,0.75,0.05769199999999999,0.0,5.0
8930,6747992,8,2,2,0,81,0,2,13,13,116261,5,5,0,2,1.0,0.0,0.0,5.0
8931,6748010,5,2,2,0,89,0,4,5,5,94999,1,1,0,1,0.7391300000000001,0.26087,0.0,4.0
8932,6748027,2,0,1,2,59,1,3,35,35,14000,1,4,0,1,0.0,0.020173,0.979827,2.0
8933,6748034,5,2,0,0,86,0,3,8,8,100000,4,5,0,2,0.91358,0.08642000000000001,0.0,5.0
8934,6748069,8,2,0,0,66,0,4,28,28,50000,2,2,0,0,0.423913,0.40942,0.166667,4.0
8935,6748090,3,0,0,0,84,1,4,10,9,125000,5,5,3,0,0.0,0.622449,0.27551,5.0
8936,6748111,8,2,0,2,76,0,2,18,18,20000,2,5,0,2,0.0,1.0,0.0,2.0
8937,6748163,7,0,0,2,68,0,2,26,26,40000,1,1,0,2,0.0,1.0,0.0,3.0
8938,6748165,2,0,0,0,91,1,2,3,3,70400,1,5,0,2,0.0,0.0,1.0,4.0
8939,6748182,5,2,2,2,67,0,5,17,17,170516,2,3,0,2,0.0,0.35632199999999997,0.643678,5.0
8940,6748187,3,0,0,0,43,1,4,1,1,26000,3,4,0,0,0.0,0.214286,0.785714,3.0
8941,6748188,2,0,0,2,49,0,5,43,43,50000,3,5,2,2,0.025641000000000004,0.974359,0.0,4.0
8942,6748189,8,2,2,1,83,1,3,11,10,106000,5,5,0,1,0.0,0.0,0.9449540000000001,5.0
8943,6748207,0,0,0,2,81,0,2,13,13,5000,1,1,0,2,0.0,1.0,0.0,1.0
8944,6748210,5,2,0,0,82,0,4,12,12,50000,5,5,0,1,0.025424000000000002,0.737288,0.237288,4.0
8945,6748212,2,0,2,0,58,0,3,36,36,0,1,1,0,0,0.289256,0.7107439999999999,0.0,1.0
8946,6748215,2,0,0,0,83,0,2,11,11,50000,2,1,0,2,0.0,1.0,0.0,4.0
8947,6748217,0,0,0,0,91,1,2,3,0,25000,4,5,0,0,0.0,0.0,0.0,3.0
8948,6748222,2,0,0,0,82,0,2,12,12,61349,4,4,0,2,1.0,0.0,0.0,4.0
8949,6748225,5,2,2,2,77,0,2,17,17,50000,1,1,0,2,0.0,1.0,0.0,4.0
8950,6748226,5,2,2,0,76,0,2,17,17,105000,1,1,0,2,0.0,1.0,0.0,5.0
8951,6748262,0,0,0,0,75,0,3,19,19,184049,2,3,0,0,0.0,0.139037,0.8609629999999999,5.0
8952,6748270,8,2,0,0,58,0,6,36,36,250000,5,4,0,2,0.509804,0.17647100000000002,0.313725,6.0
8953,6748293,5,2,0,0,84,0,2,10,10,3000,1,1,0,2,0.0,1.0,0.0,1.0
8954,6748294,0,0,0,0,83,0,2,11,11,200000,1,5,0,0,0.0,1.0,0.0,5.0
8955,6748319,8,2,0,0,64,0,7,29,29,180000,5,5,4,2,0.091837,0.363946,0.544218,5.0
8956,6748337,10,0,0,2,88,0,2,6,6,5000,1,1,0,2,0.0,1.0,0.0,1.0
8957,6748356,0,0,1,0,91,0,2,3,3,20000,4,4,0,2,1.0,0.0,0.0,2.0
8958,6748360,8,2,1,0,83,0,2,11,11,200000,5,4,0,0,0.0,1.0,0.0,5.0
8959,6748405,8,2,0,2,44,0,2,50,50,155014,1,1,0,2,0.0,1.0,0.0,5.0
8960,6748411,5,2,2,2,94,1,1,0,0,279026,1,1,3,2,0.0,0.0,0.0,6.0
8961,6748412,5,2,2,2,68,1,3,1,1,23805,1,1,0,1,0.0,1.0,0.0,2.0
8962,6748423,5,2,2,2,94,1,1,0,0,49604,5,2,0,2,0.0,0.0,0.0,3.0
8963,6748426,8,2,2,2,62,0,2,31,31,155014,1,1,0,2,0.0,1.0,0.0,5.0
8964,6748427,8,2,2,2,44,0,2,50,50,155014,1,1,0,2,0.0,1.0,0.0,5.0
8965,6748431,3,0,0,2,92,1,2,2,2,10577,1,5,0,2,0.0,1.0,0.0,2.0
8966,6748434,3,0,1,2,64,0,3,29,29,26315,1,1,0,2,0.0,0.544218,0.45578199999999996,3.0
8967,6748439,3,0,0,2,69,0,2,25,25,0,3,3,0,2,0.0,1.0,0.0,1.0
8968,6748484,7,0,0,2,89,0,2,5,5,22000,1,2,0,2,0.0,1.0,0.0,2.0
8969,6748496,3,0,1,2,94,1,1,0,0,28640,1,2,1,2,0.0,0.0,0.0,3.0
8970,6748543,5,2,1,2,63,1,3,30,30,59210,1,1,0,0,0.0,0.009868,0.990132,4.0
8971,6748548,2,0,1,2,81,0,3,13,13,12631,1,4,0,2,0.0,0.022727,0.977273,2.0
8972,6748549,5,2,1,2,79,0,3,13,13,29069,4,1,0,2,0.0,1.0,0.0,3.0
8973,6748560,7,0,1,2,73,0,2,21,21,46052,4,4,0,2,0.0,1.0,0.0,3.0
8974,6748567,7,0,1,2,77,1,5,17,16,46052,1,4,0,1,0.0,0.24242399999999997,0.721212,3.0
8975,6748568,3,0,0,2,93,1,3,1,0,42252,4,3,2,2,0.0,0.25,0.0,3.0
8976,6748585,4,0,2,2,93,1,2,1,1,3929,1,4,0,2,0.0,1.0,0.0,1.0
8977,6751002,0,0,2,4,86,0,2,8,8,0,5,5,0,1,0.0,1.0,0.0,1.0
8978,6751004,0,0,2,4,86,0,2,8,8,0,1,1,0,1,0.0,1.0,0.0,1.0
8979,6751020,2,0,0,0,81,0,2,13,13,1,4,5,0,0,0.0,0.0,1.0,1.0
8980,6751024,3,0,0,0,42,1,5,1,1,323000,1,4,0,2,0.0,0.0,1.0,6.0
8981,6751039,8,2,2,0,86,1,5,7,6,261070,5,5,0,0,0.0,0.514286,0.28571399999999997,6.0
8982,6751105,6,2,0,0,74,0,5,19,19,61349,3,1,0,0,0.0,0.18848199999999998,0.8115180000000001,4.0
8983,6751137,7,0,0,0,71,0,5,23,23,325000,1,1,0,2,0.0,0.15720499999999998,0.8427950000000001,6.0
8984,6751141,0,0,0,0,84,0,3,10,10,54000,1,1,4,2,0.0,0.010101,0.989899,4.0
8985,6751143,6,2,0,2,90,0,2,3,3,20000,2,2,0,2,0.0,1.0,0.0,2.0
8986,6751144,8,2,0,2,89,0,2,4,4,5000,1,1,0,2,0.0,1.0,0.0,1.0
8987,6751159,8,2,0,0,43,1,4,2,0,115000,2,2,4,2,0.0,0.0,0.235294,5.0
8988,6751160,3,0,0,2,87,0,2,7,7,14000,2,2,0,1,0.0,1.0,0.0,2.0
8989,6751168,0,0,0,0,82,1,6,9,7,79920,2,5,4,0,0.37234,0.09574500000000001,0.23404299999999997,4.0
8990,6751179,0,0,0,0,84,0,5,10,10,13300,5,1,4,2,0.0,0.282828,0.717172,2.0
8991,6751186,3,0,0,2,89,1,2,4,4,5805,2,2,0,2,0.0,1.0,0.0,1.0
8992,6751209,7,0,0,0,67,0,2,27,27,301000,2,3,0,0,0.0,1.0,0.0,6.0
8993,6751215,2,0,0,2,78,0,3,16,16,60000,5,1,0,2,0.0,0.335443,0.664557,4.0
8994,6751241,8,2,1,0,68,0,3,26,26,500000,5,1,0,2,0.119691,0.880309,0.0,7.0
8995,6751250,3,0,0,0,91,0,2,2,2,600000,5,1,0,0,1.0,0.0,0.0,7.0
8996,6751255,7,0,1,2,2,0,18,62,62,34883,4,2,0,2,0.538211,0.461789,0.0,3.0
8997,6751261,1,1,0,0,83,0,2,10,10,150000,1,1,0,2,0.0,1.0,0.0,5.0
8998,6751265,8,2,1,0,76,0,2,18,18,45000,4,5,0,2,1.0,0.0,0.0,3.0
8999,6751272,8,2,1,0,79,0,3,14,14,0,5,2,0,2,0.454545,0.545455,0.0,1.0
9000,6751277,8,2,1,0,65,0,2,28,28,516000,5,1,0,0,1.0,0.0,0.0,7.0
9001,6751283,8,2,1,0,16,0,8,76,76,600000,5,3,0,0,0.022368,0.251316,0.726316,7.0
9002,6751305,0,0,1,0,77,0,3,16,16,150000,5,5,0,2,0.128834,0.871166,0.0,5.0
9003,6751340,7,0,2,0,93,1,2,0,0,2945,4,2,0,2,0.0,0.0,1.0,1.0
9004,6751343,0,0,2,0,91,0,2,2,2,77507,1,1,0,2,1.0,0.0,0.0,4.0
9005,6751356,7,0,2,0,81,0,2,12,12,50000,1,1,0,2,1.0,0.0,0.0,4.0
9006,6751363,6,2,1,0,68,0,2,26,26,50000,2,4,0,2,1.0,0.0,0.0,4.0
9007,6751385,5,2,1,0,79,0,2,15,15,50000,5,1,0,2,1.0,0.0,0.0,4.0
9008,6751402,3,0,0,0,60,0,2,33,33,50000,4,5,0,0,0.0,1.0,0.0,4.0
9009,6751408,0,0,1,0,90,0,2,4,4,250000,5,3,0,2,0.0,1.0,0.0,6.0
9010,6751422,8,2,1,0,85,0,3,9,9,0,4,2,0,0,0.0,0.533333,0.466667,1.0
9011,6751429,3,0,1,0,90,0,3,3,2,450000,1,1,0,0,0.0,0.0,0.516129,6.0
9012,6751477,4,0,1,1,44,0,2,50,50,200000,1,1,0,2,1.0,0.0,0.0,5.0
9013,6751480,6,2,2,0,88,0,2,5,5,620058,1,2,0,2,1.0,0.0,0.0,7.0
9014,6751485,2,0,1,0,69,0,3,24,24,119000,1,1,3,0,0.385892,0.614108,0.0,5.0
9015,6751501,7,0,2,1,65,0,3,29,29,75000,4,1,0,2,0.763066,0.236934,0.0,4.0
9016,6751553,5,2,1,2,73,0,3,21,21,39473,1,1,0,1,0.31401,0.68599,0.0,3.0
9017,6751568,2,0,1,0,83,0,4,11,11,30000,1,1,1,1,0.22222199999999998,0.268519,0.509259,3.0
9018,6751589,2,0,1,0,79,0,3,15,15,50000,2,1,0,0,0.486667,0.513333,0.0,4.0
9019,6751602,2,0,1,0,87,0,3,7,7,10000,4,3,0,0,0.348485,0.651515,0.0,2.0
9020,6751605,0,0,0,0,65,0,4,28,28,250000,1,5,0,0,0.6985819999999999,0.262411,0.039007,6.0
9021,6751607,3,0,1,0,90,0,2,4,4,529879,4,5,4,0,0.0,1.0,0.0,7.0
9022,6751615,5,2,2,1,73,0,2,21,21,150013,5,1,0,2,0.0,1.0,0.0,5.0
9023,6751642,4,0,0,0,43,1,4,1,1,24210,1,1,0,1,0.0,0.4,0.6,2.0
9024,6751649,7,0,0,2,63,0,3,31,31,10000,3,3,0,0,0.055015999999999995,0.944984,0.0,2.0
9025,6751670,7,0,0,2,63,0,2,31,31,10000,3,3,0,2,0.0,1.0,0.0,2.0
9026,6751680,5,2,1,0,79,0,3,15,15,65789,4,3,0,2,0.43918900000000005,0.560811,0.0,4.0
9027,6751706,10,0,1,0,88,0,3,5,5,70000,1,1,0,2,0.0,0.54902,0.45098,4.0
9028,6751714,2,0,0,2,93,1,2,0,0,4000,1,1,0,2,0.0,0.0,1.0,1.0
9029,6751715,6,2,0,2,74,0,2,20,20,50000,1,4,0,2,0.0,1.0,0.0,4.0
9030,6751748,7,0,1,0,57,0,2,37,37,80000,5,2,0,2,1.0,0.0,0.0,4.0
9031,6751752,10,0,2,0,75,0,2,19,19,1500,1,1,0,2,0.0,1.0,0.0,1.0
9032,6751791,5,2,0,2,91,0,2,3,3,50000,3,2,0,2,0.0,1.0,0.0,4.0
9033,6751833,2,0,2,0,77,0,2,16,16,50000,4,5,0,2,0.0,1.0,0.0,4.0
9034,6751834,5,2,2,2,84,0,3,9,9,10851,1,1,0,2,0.010753,0.989247,0.0,2.0
9035,6751840,7,0,2,2,91,1,7,1,1,63556,2,1,0,2,0.333333,0.22222199999999998,0.0,4.0
9036,6751849,8,2,2,2,51,0,5,31,31,0,1,1,0,2,0.0,1.0,0.0,1.0
9037,6751902,7,0,1,0,74,0,2,20,20,34883,2,1,0,2,1.0,0.0,0.0,3.0
9038,6751915,8,2,0,0,83,0,2,11,11,100000,1,3,0,2,1.0,0.0,0.0,5.0
9039,6751922,8,2,2,0,62,0,3,31,31,110000,1,1,0,1,0.344051,0.655949,0.0,5.0
9040,6751989,2,0,0,2,93,1,3,0,0,19800,4,1,1,2,0.0,0.25,0.75,2.0
9041,6751991,5,2,1,2,60,0,2,34,34,29069,1,1,0,2,0.0,1.0,0.0,3.0
9042,6751998,8,2,2,2,44,0,2,50,50,155014,1,1,0,2,0.0,1.0,0.0,5.0
9043,6752012,5,2,0,2,89,1,3,5,5,53044,1,1,0,2,0.0,0.4,0.6,4.0
9044,6752019,5,2,2,2,94,1,1,0,0,96109,5,5,2,2,0.0,0.0,0.0,4.0
9045,6752039,5,2,2,2,54,0,2,39,39,23252,1,1,0,2,0.0,1.0,0.0,2.0
9046,6752055,3,0,0,2,91,1,2,3,3,14723,3,3,1,2,0.0,1.0,0.0,2.0
9047,6752102,2,0,0,2,88,1,3,6,6,220000,1,2,2,2,0.017241,0.982759,0.0,5.0
9048,6752113,5,2,0,2,47,0,5,42,42,30000,1,1,0,2,0.0,0.645783,0.354217,3.0
9049,6752115,7,0,0,2,68,0,4,22,22,15000,1,1,0,2,0.0,1.0,0.0,2.0
9050,6752124,7,0,0,2,81,1,3,13,0,9754,1,1,0,2,0.0,0.007937,0.0,1.0
9051,6752125,3,0,0,2,92,1,2,2,2,11625,1,1,0,2,0.0,1.0,0.0,2.0
9052,6752144,8,2,0,2,91,1,2,2,2,342500,5,2,0,2,0.0,1.0,0.0,6.0
9053,6752148,2,0,0,2,84,1,3,2,2,65000,1,2,2,2,0.0,1.0,0.0,4.0
9054,6752150,5,2,0,2,92,1,3,1,1,12426,1,1,0,2,0.0,0.07142899999999999,0.9285709999999999,2.0
9055,6752191,2,0,0,2,82,1,8,5,5,27389,1,1,0,2,0.0,0.038462,0.9615379999999999,3.0
9056,6752206,2,0,0,2,93,1,3,1,1,6000,1,3,0,2,0.0,0.1,0.9,1.0
9057,6752236,2,0,0,2,58,0,7,18,18,186000,4,5,4,2,0.164773,0.835227,0.0,5.0
9058,6752241,2,0,0,2,91,1,2,2,2,64150,1,1,2,2,0.0,1.0,0.0,4.0
9059,6752261,0,0,2,2,54,0,2,39,39,15501,1,1,0,2,0.0,1.0,0.0,2.0
9060,6754694,2,0,2,0,80,0,2,13,13,200000,1,1,0,2,0.0,1.0,0.0,5.0
9061,6754697,8,2,0,0,91,0,2,2,2,30674,1,1,0,2,1.0,0.0,0.0,3.0
9062,6754732,4,0,0,0,53,0,2,41,41,184049,1,1,0,2,1.0,0.0,0.0,5.0
9063,6754759,5,2,0,0,45,1,3,1,1,5000,1,1,0,2,0.0,1.0,0.0,1.0
9064,6754812,2,0,0,2,68,0,4,21,21,21472,4,2,0,0,0.0,0.966825,0.033175,2.0
9065,6754823,2,0,2,0,73,0,2,0,0,600000,2,4,0,2,0.0,0.0,0.0,7.0
9066,6754837,2,0,2,0,83,0,7,2,2,800000,2,4,0,2,0.478261,0.5217390000000001,0.0,7.0
9067,6754850,4,0,2,0,73,0,3,20,20,0,3,3,0,2,0.344828,0.655172,0.0,1.0
9068,6754866,3,0,0,0,88,1,4,0,0,128100,5,2,0,2,0.0,0.0,0.666667,5.0
9069,6754914,5,2,0,2,54,0,3,20,20,3000,1,1,0,2,0.0,1.0,0.0,1.0
9070,6754945,2,0,2,2,79,0,4,11,11,15501,2,3,0,2,0.0,0.383929,0.616071,2.0
9071,6755000,8,2,0,0,61,0,2,32,32,750000,1,1,0,0,0.0,1.0,0.0,7.0
9072,6755031,5,2,0,2,68,0,3,25,25,5000,1,1,0,2,0.751969,0.248031,0.0,1.0
9073,6755036,7,0,0,2,85,0,3,8,8,20000,4,2,0,2,0.8625,0.0,0.1375,2.0
9074,6755065,2,0,0,2,78,1,4,15,12,20000,1,1,0,2,0.0,0.357143,0.38961,2.0
9075,6755120,5,2,2,1,82,0,3,11,11,99999,1,1,0,2,0.938053,0.061947,0.0,4.0
9076,6755141,7,0,2,0,85,0,2,9,9,20000,3,5,0,0,0.0,1.0,0.0,2.0
9077,6755143,8,2,1,0,64,0,2,29,29,101000,5,5,0,2,1.0,0.0,0.0,5.0
9078,6755181,7,0,0,0,89,1,5,5,4,26800,3,1,0,2,0.0,0.155556,0.6444439999999999,3.0
9079,6755206,5,2,2,0,79,0,2,15,15,50000,1,1,0,2,0.0,1.0,0.0,4.0
9080,6755249,0,0,2,4,16,0,4,77,77,55000,1,1,0,1,1.0,0.0,0.0,4.0
9081,6755257,3,0,2,0,74,0,3,19,19,10000,2,5,0,0,0.359375,0.640625,0.0,2.0
9082,6755269,8,2,0,0,88,1,2,5,5,10000,5,2,0,2,0.0,1.0,0.0,2.0
9083,6755275,5,2,2,1,65,0,3,28,28,26400,5,5,0,2,0.0,0.010563,0.9894370000000001,3.0
9084,6755294,8,2,2,4,84,0,2,10,10,50000,1,1,0,0,1.0,0.0,0.0,4.0
9085,6755295,3,0,2,1,81,1,4,9,7,8500,1,2,0,1,0.0,0.0,0.802198,1.0
9086,6755302,3,0,2,0,87,0,2,7,7,10000,1,1,0,0,1.0,0.0,0.0,2.0
9087,6755319,7,0,2,0,71,0,2,22,0,0,4,1,0,2,0.0,0.0,0.0,1.0
9088,6755357,5,2,0,0,53,0,3,41,41,100000,4,5,0,1,0.0074069999999999995,0.9925930000000001,0.0,5.0
9089,6755376,7,0,0,2,83,0,6,11,11,20000,1,1,0,0,0.609524,0.05714299999999999,0.333333,2.0
9090,6755431,2,0,0,0,43,1,3,2,2,3000,3,5,1,2,0.0,0.0,1.0,1.0
9091,6755436,2,0,0,2,71,0,4,22,22,2000,3,2,0,2,0.28125,0.71875,0.0,1.0
9092,6755453,8,2,2,1,79,0,2,14,14,10000,5,5,0,2,0.0,1.0,0.0,2.0
9093,6755470,5,2,0,0,87,0,2,6,6,40000,5,5,0,2,1.0,0.0,0.0,3.0
9094,6755529,8,2,2,1,86,1,3,8,7,734000,4,3,0,0,0.0,0.0,0.947368,7.0
9095,6755532,5,2,1,0,83,1,2,10,10,3195,3,3,0,2,0.0,1.0,0.0,1.0
9096,6755545,4,0,2,0,55,1,6,16,16,8990,1,1,0,2,0.0,0.322581,0.677419,1.0
9097,6755580,7,0,2,0,91,0,3,2,2,1000,1,1,0,2,0.291667,0.708333,0.0,1.0
9098,6755606,5,2,0,2,83,0,3,11,11,0,1,1,0,2,0.0,0.009259,0.990741,1.0
9099,6755659,3,0,2,2,90,0,3,3,0,23252,1,1,2,2,0.0,0.032257999999999995,0.0,2.0
9100,6755676,2,0,0,2,71,0,3,22,22,15000,4,4,0,2,0.0,0.004545,0.995455,2.0
9101,6755680,7,0,0,2,90,1,5,2,1,180000,1,1,0,0,0.0,0.058824,0.764706,5.0
9102,6755729,3,0,0,2,91,0,3,3,0,12200,1,1,0,2,0.0,0.035713999999999996,0.0,2.0
9103,6755740,2,0,0,2,68,0,2,25,25,20000,1,3,0,2,0.0,1.0,0.0,2.0
9104,6755750,0,0,0,2,72,0,6,16,16,5521,1,1,4,2,0.571429,0.006211,0.42236,1.0
9105,6755764,8,2,0,2,90,1,2,3,3,53493,5,1,0,2,0.0,1.0,0.0,4.0
9106,6755896,3,0,1,2,79,1,4,4,4,30945,3,1,2,2,0.0,1.0,0.0,3.0
9107,6755904,3,0,1,2,59,0,2,34,34,25000,1,1,0,2,0.0,1.0,0.0,3.0
9108,6755914,3,0,0,2,37,1,3,2,2,45000,1,1,0,2,0.0,1.0,0.0,3.0
9109,6755939,2,0,0,2,90,1,3,2,2,40000,5,5,3,2,0.0,1.0,0.0,3.0
9110,6755970,4,0,0,2,91,1,3,3,3,200000,3,3,0,2,0.0,1.0,0.0,5.0
9111,6756006,0,0,2,4,86,0,2,7,7,0,1,1,0,2,0.0,1.0,0.0,1.0
9112,6758905,4,0,0,0,77,0,2,16,16,61349,5,4,0,2,0.0,1.0,0.0,4.0
9113,6758931,4,0,2,1,70,0,2,0,0,50000,3,1,0,2,0.0,0.0,0.0,4.0
9114,6758945,2,0,1,0,74,1,5,2,2,11627,1,1,0,2,0.0,0.666667,0.333333,2.0
9115,6758958,3,0,2,4,91,1,4,0,0,2000,4,2,0,2,0.0,0.0,0.0,1.0
9116,6758973,3,0,1,0,91,0,2,3,3,300000,1,1,0,2,0.0,1.0,0.0,6.0
9117,6758979,6,2,1,0,79,0,2,14,14,250000,3,1,0,2,0.0,1.0,0.0,6.0
9118,6759009,2,0,1,0,37,0,2,56,56,101000,3,4,0,2,1.0,0.0,0.0,5.0
9119,6759037,5,2,0,0,42,0,6,51,51,400000,5,4,4,2,0.0,0.5176470000000001,0.482353,6.0
9120,6759093,7,0,2,0,91,0,2,2,2,50000,3,4,0,1,0.0,0.0,1.0,4.0
9121,6759109,7,0,0,0,85,1,4,1,1,24533,2,4,0,1,0.0,0.833333,0.0,2.0
9122,6759118,4,0,1,0,84,0,2,9,9,120481,3,1,0,2,1.0,0.0,0.0,5.0
9123,6759136,8,2,2,0,63,0,2,30,30,364284,1,1,0,0,1.0,0.0,0.0,6.0
9124,6759147,7,0,1,0,81,0,2,13,13,39473,1,1,0,2,1.0,0.0,0.0,3.0
9125,6759156,5,2,2,0,82,0,2,11,11,0,4,4,0,2,1.0,0.0,0.0,1.0
9126,6759162,5,2,2,2,32,0,6,62,62,54255,1,1,0,0,0.192869,0.560778,0.24635300000000002,4.0
9127,6759163,10,0,2,0,78,0,2,15,15,25000,4,2,0,2,1.0,0.0,0.0,3.0
9128,6759164,8,2,2,4,55,0,4,38,38,100000,3,1,0,0,0.015788999999999997,0.29736799999999997,0.686842,5.0
9129,6759190,10,0,2,0,78,0,3,15,15,25000,4,2,0,2,0.322368,0.677632,0.0,3.0
9130,6759226,2,0,2,1,70,0,2,23,23,145000,4,1,0,2,1.0,0.0,0.0,5.0
9131,6759251,8,2,0,0,83,0,2,10,10,40000,1,3,0,2,0.0,1.0,0.0,3.0
9132,6759286,5,2,0,0,90,0,2,3,3,55214,5,1,0,0,0.0,1.0,0.0,4.0
9133,6759313,10,0,0,0,59,0,3,34,34,70000,4,5,0,2,0.35380100000000003,0.646199,0.0,4.0
9134,6759315,10,0,1,0,69,0,3,25,25,100000,1,1,0,1,0.538462,0.461538,0.0,5.0
9135,6759327,7,0,0,0,76,0,4,17,17,48000,5,3,0,0,0.9408280000000001,0.059172,0.0,3.0
9136,6759341,7,0,0,0,90,0,2,3,3,15000,2,4,0,2,0.0,1.0,0.0,2.0
9137,6759343,2,0,1,0,91,0,2,3,3,0,1,2,0,2,1.0,0.0,0.0,1.0
9138,6759351,10,0,0,2,7,0,11,45,45,36302,1,1,0,0,0.0,0.78125,0.21875,3.0
9139,6759371,0,0,2,4,91,0,2,3,3,25000,5,5,0,1,0.0,1.0,0.0,3.0
9140,6759419,8,2,2,0,59,0,2,34,34,400000,1,1,0,0,0.0,1.0,0.0,6.0
9141,6759523,3,0,0,1,74,0,3,20,20,120000,1,1,0,2,0.681818,0.318182,0.0,5.0
9142,6759541,5,2,0,2,76,0,2,17,17,100000,1,4,0,2,0.0,1.0,0.0,5.0
9143,6759587,5,2,2,0,74,0,2,19,19,46504,1,1,0,2,0.0,1.0,0.0,3.0
9144,6759600,0,0,2,0,88,0,2,5,5,85258,1,2,0,2,1.0,0.0,0.0,4.0
9145,6759601,4,0,2,0,84,0,2,10,10,0,4,4,0,2,1.0,0.0,0.0,1.0
9146,6759608,7,0,2,1,45,0,3,48,48,10000,5,3,0,2,0.041494,0.958506,0.0,2.0
9147,6759624,7,0,2,0,16,0,7,77,77,10000,1,1,0,2,0.778934,0.22106599999999998,0.0,2.0
9148,6759654,4,0,2,0,86,0,2,8,8,4650,3,4,0,2,0.0,1.0,0.0,1.0
9149,6759674,8,2,0,0,45,1,3,0,0,20000,2,1,0,0,0.0,0.0,0.0,2.0
9150,6759680,4,0,0,2,16,0,5,77,77,61349,3,3,0,1,0.429129,0.570871,0.0,4.0
9151,6759716,7,0,1,0,44,1,4,1,1,24378,1,4,0,2,0.2,0.0,0.8,2.0
